customer_id,app_logins,email_clicks,support_calls,complaints,offer_acceptance
717929133,24,10,1,1,1
808284783,2,28,1,1,1
708476808,68,20,5,3,0
710916408,95,0,5,3,0
708492558,39,44,6,2,1
799825758,5,12,1,2,1
718619883,97,40,8,1,0
711844758,38,38,1,1,1
714798783,89,31,0,1,1
826762908,80,5,9,2,1
771894558,96,30,9,0,1
721074183,74,15,4,3,1
715259583,96,15,9,0,1
718414008,89,24,8,2,1
719666283,11,12,1,1,0
714877233,47,32,9,0,0
785387883,24,17,9,0,0
771075258,1,0,8,1,0
711318033,27,31,1,4,1
783554958,89,5,8,1,0
720201033,31,19,7,4,0
718039683,93,48,4,1,1
710806083,50,7,3,1,1
714752208,56,40,6,0,1
822063408,64,12,3,2,1
714490308,40,19,5,1,1
713356833,77,12,2,2,1
711402333,8,15,1,1,1
708296883,3,24,0,0,1
719154483,68,22,6,4,1
717721458,44,34,9,2,0
711112683,53,29,5,0,1
715674483,31,15,5,3,1
789322833,71,35,0,3,1
789968058,72,7,0,2,1
709919283,22,10,0,4,1
718744008,12,21,4,3,1
767712558,71,13,3,4,0
712950783,37,37,4,3,1
716104983,84,28,8,3,0
818839983,85,2,8,4,1
772288758,11,5,1,1,1
712350858,66,28,9,3,0
711009708,20,27,8,4,1
712720158,93,33,6,3,1
712215258,38,16,5,3,1
773827008,25,21,6,1,0
795232683,35,19,8,3,1
713786508,63,0,6,1,0
713539833,7,4,9,1,0
712454058,12,5,6,3,0
718759833,52,38,5,0,1
718803333,1,12,2,4,1
720253908,37,15,2,1,1
714133158,74,47,3,2,0
713187033,37,31,0,2,0
714791208,1,4,5,1,0
772426383,0,34,5,0,1
710975883,21,24,8,2,0
714264408,41,12,9,1,1
715827858,53,46,0,0,1
713741358,86,9,0,0,0
709531908,50,43,1,3,1
716493408,73,12,2,2,1
714141108,8,9,9,0,0
708953883,60,47,4,0,1
712608783,45,33,2,0,0
820353558,71,32,4,4,1
714964758,5,19,5,1,0
716264358,93,12,3,1,0
717296808,23,2,2,2,0
712977183,78,28,1,2,0
710829108,95,46,9,2,0
779562633,90,8,3,3,0
715315833,69,17,8,2,1
815500983,36,3,8,1,0
719360583,2,1,0,3,1
709701558,82,15,7,4,1
721148358,71,5,2,1,1
779862408,46,29,1,4,0
812627208,70,13,6,2,1
711033408,92,45,4,2,0
779956608,49,14,9,1,1
780376683,43,42,2,1,1
717912483,98,18,4,3,0
714454758,84,7,9,0,0
780466533,94,31,8,2,1
715735233,93,9,1,2,0
720476733,12,15,3,3,1
715872333,17,30,0,1,1
712375758,98,42,8,3,1
708868233,96,19,2,0,1
718030083,80,7,9,3,0
720707283,32,33,8,3,1
771698658,46,10,9,0,0
748326258,78,15,0,2,0
770817783,31,2,3,3,0
779353083,68,26,0,4,0
711441333,73,6,4,1,0
719808558,67,23,6,1,0
711551958,17,41,4,2,1
809164083,18,31,4,1,0
820596183,74,43,9,1,1
715999608,64,8,2,4,1
710565408,59,7,3,3,1
805543158,43,2,4,0,1
709752183,56,15,4,3,0
716479233,0,46,6,4,1
713837058,87,41,5,1,1
718876683,74,42,2,0,0
770746908,90,11,6,0,0
794843883,54,36,0,1,0
803043933,23,26,0,2,1
758076408,57,14,7,0,0
714606558,84,36,0,0,0
778425408,28,9,9,3,1
714171108,32,6,3,1,0
719662458,36,11,5,4,0
713137233,64,29,8,1,1
769425858,22,34,7,4,1
711297483,33,22,8,0,1
788900883,29,2,1,1,0
758348808,70,22,4,2,1
772336458,46,14,5,2,1
708711483,48,34,5,2,1
717906783,36,24,6,0,1
719437908,75,24,4,2,0
769433508,91,1,3,0,1
790096533,13,22,5,3,0
720997383,98,45,0,1,0
787541883,32,35,2,0,1
709930758,19,49,1,4,0
789830058,9,12,3,4,1
710299608,33,11,5,3,1
710741208,65,1,3,2,0
821797008,9,43,9,2,0
708874533,21,43,5,2,1
715341858,76,24,2,4,0
793636308,77,10,9,3,0
713779908,49,7,9,4,0
712125258,9,35,3,1,1
709703433,5,42,2,4,1
721022433,67,6,0,2,1
710103558,33,23,8,2,1
715952883,25,20,5,2,0
719731458,29,19,8,1,0
772390908,84,25,7,4,1
787348608,73,25,0,3,0
709485033,58,27,3,3,0
715432608,19,28,2,4,0
799471833,10,4,3,2,0
714187533,0,47,4,2,0
779656908,47,38,5,3,0
788950158,18,20,2,1,0
778867533,55,28,7,1,0
710620383,69,36,0,1,1
778661358,59,8,6,1,0
789483333,96,39,7,2,1
809855808,76,48,9,3,0
718464258,19,17,5,1,0
708528483,68,6,8,3,0
771809733,51,13,6,4,0
719942883,8,31,5,0,0
807226683,83,26,7,0,0
717806133,39,26,8,3,1
720615708,25,7,6,2,0
714511758,90,38,8,0,0
715050408,25,40,0,2,0
721132233,82,11,8,0,0
719211558,79,23,3,1,1
712069008,97,23,8,4,1
715996983,57,25,4,2,1
773466258,87,31,4,2,0
798983508,58,49,4,3,1
719117433,39,25,8,2,1
716451183,53,4,2,1,1
718621608,50,48,5,4,1
715085733,94,44,3,4,0
788977833,75,4,9,4,0
720272958,71,38,0,2,1
708421833,67,20,0,3,0
709173108,83,25,3,3,1
709879458,89,14,6,0,1
715120608,76,11,6,4,1
770632758,68,5,5,0,0
779078733,40,23,7,3,1
771742533,86,43,4,2,1
720250158,96,23,5,0,0
716458983,92,5,7,1,0
713747733,74,8,8,4,1
712270158,46,39,5,1,1
789562383,11,26,1,2,0
754897008,88,7,5,4,1
819700533,36,25,3,0,0
712890408,30,21,9,4,1
720248208,9,13,3,4,1
779749908,63,28,9,1,1
717401883,12,5,7,3,1
721509558,38,1,1,4,1
710572458,12,1,2,3,1
714576183,90,27,3,3,0
721425558,67,31,6,4,1
711109908,26,20,1,0,1
715203108,57,44,1,3,1
710027508,41,19,8,2,1
787464408,75,14,8,2,1
783542133,18,9,2,4,0
708330858,54,19,9,1,0
714426783,24,4,1,2,1
712701333,12,2,8,2,0
709494483,64,1,6,1,1
773373108,50,13,7,0,0
715812258,54,21,0,0,1
778286433,98,14,0,4,0
789270033,66,13,4,4,1
711569433,57,32,1,1,1
720214833,95,11,8,3,0
709346133,56,37,8,0,0
788194458,5,0,8,0,1
720779733,88,41,3,3,1
717424458,22,38,9,3,0
708820308,63,3,1,3,1
710558058,28,11,7,4,0
770590758,78,45,1,1,0
718490658,10,9,7,2,0
711985833,17,23,5,0,1
708967608,27,5,4,2,0
718505958,71,45,7,0,1
715024233,62,9,6,2,0
779249583,86,16,4,3,0
709278258,79,24,1,4,0
778928283,54,4,5,4,0
712299858,27,38,5,2,0
799224108,41,47,2,4,0
809976033,37,41,0,1,1
716203308,36,32,2,0,0
714871683,97,47,6,3,0
716139933,83,11,4,0,1
716984658,54,14,6,3,1
713086008,48,19,7,2,1
713773458,10,27,0,1,1
719242533,65,3,2,2,0
772712658,70,20,1,0,1
788868858,65,42,8,0,1
811898133,34,26,7,2,0
788808633,35,31,1,0,1
779804208,17,15,5,2,0
781391058,31,14,7,3,0
790134408,34,13,3,1,1
788853258,7,48,9,0,0
711857733,29,3,5,0,1
822969858,95,42,4,1,1
719554758,24,21,3,1,1
711643458,68,14,4,1,0
788830683,92,24,9,2,0
807030858,97,15,6,4,1
793059108,64,29,1,2,0
716568708,4,16,1,3,0
828281733,30,19,2,3,0
717229158,0,43,1,2,0
715915458,6,19,7,3,1
819129858,91,18,3,1,1
713441958,13,15,4,3,1
719091333,83,21,3,0,1
708666258,27,37,8,1,1
714914583,91,49,5,2,1
714363858,18,18,0,4,1
721347408,50,21,8,1,0
809608533,55,42,2,0,0
772047183,47,38,3,4,1
714217908,1,43,3,3,1
714819183,11,44,5,2,1
716455683,67,18,1,2,1
710865633,41,28,2,1,1
752952108,71,24,5,3,0
712595433,97,16,5,0,0
714982383,20,42,4,2,1
813814008,67,33,1,4,0
794545983,50,33,5,4,0
708288108,26,43,5,2,0
715585158,8,49,2,1,1
810449883,84,36,7,2,0
789863208,36,34,5,0,1
715022133,18,14,0,4,0
712506708,46,37,6,3,0
715699983,38,8,0,1,0
818942433,37,33,0,4,1
712459233,87,35,4,0,0
716545383,34,21,5,3,1
721144383,50,34,0,0,1
821837958,99,34,8,2,0
804359133,50,35,7,2,1
713308683,40,43,3,0,1
788780958,28,13,7,2,0
717354558,78,34,9,2,1
798473808,46,37,8,0,0
712372158,26,39,1,1,0
715192308,72,39,1,2,0
708813033,6,26,4,3,0
714639783,62,14,9,3,1
709311633,37,7,5,0,0
709470858,80,48,8,1,1
717292758,26,6,4,2,1
779241783,72,4,4,0,1
715205358,47,38,8,2,0
778871508,53,4,4,1,1
779462433,30,32,7,1,0
710147958,76,10,9,4,0
709864833,43,14,0,4,0
778868958,18,45,8,2,1
717276708,16,1,4,4,1
710004933,7,19,4,0,0
753606108,83,3,8,2,1
710940183,15,3,0,0,1
718927533,48,4,0,0,0
719337408,49,44,9,0,1
772308408,8,22,0,0,1
712981383,72,0,2,1,0
790099758,76,39,0,4,1
709547658,28,25,7,4,0
778770783,4,27,1,3,1
713134458,26,12,5,1,1
712159083,10,1,1,3,1
713639958,63,25,1,4,0
771180033,40,11,3,0,1
717916758,80,11,9,4,1
711089733,36,0,4,2,0
716988633,52,35,4,3,0
779031033,20,23,2,2,1
716302383,14,25,9,2,0
718281408,93,7,8,2,1
721333233,74,28,5,1,0
794496033,50,46,6,2,1
710519433,79,31,6,4,0
814995933,26,11,1,3,1
721469433,15,35,3,3,1
788386908,87,0,1,4,0
717198633,71,5,0,3,0
767695083,3,33,6,1,1
711791583,84,5,5,0,1
712315683,21,33,3,1,0
710038008,66,1,0,1,0
789129033,50,17,4,2,0
718349058,57,37,9,2,0
789842283,10,46,9,1,0
714513033,68,47,4,0,0
714717483,3,25,9,2,0
714900408,23,9,0,4,0
719418933,88,12,1,3,0
720115683,34,24,2,1,0
779504058,53,24,5,4,1
795979833,71,9,5,2,1
717392358,10,48,0,1,1
718640508,20,28,4,2,0
803366358,98,35,8,3,0
709230708,34,6,9,4,0
781794708,28,18,2,1,1
801383808,12,14,9,1,1
710677608,70,0,9,2,1
708217758,40,43,3,3,0
714272658,77,7,8,4,0
717469158,69,28,5,2,1
711864783,43,31,7,2,1
719407983,64,15,0,4,0
710665533,18,49,5,1,0
716804283,82,33,7,4,1
767294658,73,41,4,3,0
709122483,31,26,6,2,0
708241233,22,3,3,4,0
717860358,45,45,2,0,0
789337233,92,6,0,0,1
720902133,36,1,8,4,1
721043058,4,6,0,2,1
711870333,34,30,7,3,0
708398283,36,0,0,4,1
715878183,67,45,3,4,0
719451483,50,6,9,2,1
709110633,31,1,2,2,0
721059033,61,21,8,2,0
779912283,92,9,7,2,0
717701733,76,25,0,4,1
709913733,60,20,7,3,1
718768158,67,35,1,0,0
721375308,89,34,9,0,1
711374283,75,24,1,4,0
822893133,66,10,3,4,1
778465533,50,24,0,1,1
712138983,26,35,9,3,1
716920908,80,31,0,1,0
708095133,45,40,8,0,0
711195558,50,36,5,0,1
772735758,7,12,2,4,1
712024908,99,23,7,1,1
778239933,65,8,3,0,1
714893733,32,23,3,0,1
754886958,5,26,3,1,0
710104908,4,18,2,3,1
710558883,96,27,1,0,0
713827383,36,23,0,1,0
720267033,30,14,0,1,0
712049208,63,39,1,3,0
708688608,55,41,7,0,1
716223708,71,19,4,0,0
713217858,72,33,0,0,0
819352983,20,7,8,4,1
711019308,41,39,3,0,1
768600558,8,12,5,0,0
710202783,90,8,6,0,1
712899333,98,47,3,2,0
767036433,50,4,8,2,0
793473033,94,39,8,4,1
721232058,90,49,5,2,0
719443683,32,17,4,4,0
715449333,1,49,8,4,1
717998058,65,11,3,4,1
779610033,81,40,1,2,0
827332983,44,48,8,2,1
721183983,54,0,1,1,1
718426533,44,9,2,0,1
710698233,47,3,2,3,1
780253533,55,7,6,0,1
793581933,38,32,6,4,0
719229708,65,37,0,2,1
715158483,14,33,0,2,0
809296308,64,7,0,1,0
778176108,14,47,9,0,0
796532958,61,11,7,3,0
709345008,23,0,7,4,0
717049533,54,12,3,3,0
719366358,79,7,9,0,1
721417233,47,23,0,2,0
711622683,62,24,6,1,0
714578283,46,31,1,4,0
769574883,47,36,4,2,1
717643608,10,4,2,0,1
709198158,96,24,0,2,1
712419708,67,10,3,3,0
709103358,73,47,9,1,1
716966808,76,38,8,3,0
772264383,1,23,1,3,0
721057758,41,37,7,0,1
769137108,76,44,7,2,0
717640083,83,44,6,3,0
716445783,64,19,9,0,0
708579633,22,22,3,2,1
718715583,83,6,3,1,0
778686408,67,1,3,2,1
715015683,98,20,2,0,1
805254708,37,43,4,2,1
710462433,83,37,8,4,1
721342383,25,29,9,4,1
720179883,5,4,2,3,0
794977533,44,44,9,1,0
779445108,8,4,6,2,1
718193958,50,45,1,2,0
710955633,74,13,3,2,1
716149383,45,1,8,4,1
752604633,82,8,1,2,1
713889933,49,19,5,4,0
709446783,94,19,1,0,1
789115833,71,37,6,3,0
711242058,61,0,1,4,0
787623858,45,31,5,2,1
709040508,60,9,0,1,0
708864708,93,0,8,4,1
717758583,63,16,8,2,0
715416633,33,35,0,4,0
717956283,43,20,2,3,1
721379433,40,6,1,0,0
712027683,95,8,8,0,0
716027208,25,36,6,4,1
720475233,31,37,8,1,0
712275108,68,25,3,2,0
718121658,7,1,3,1,0
711593808,2,45,4,4,0
716222808,85,4,6,0,1
718731183,1,0,0,4,1
788779008,37,14,4,1,0
710404533,92,16,2,3,0
711173058,27,43,7,2,1
715383108,91,32,7,1,0
711697158,99,10,1,4,0
709186983,94,20,5,0,1
808964433,13,24,8,3,1
711948333,3,13,2,1,0
710541858,44,20,9,3,0
713865333,31,9,3,1,1
797707008,75,48,6,2,1
713490483,88,49,8,3,1
720370533,48,29,0,3,1
779743908,25,5,2,4,1
718675158,82,5,9,1,1
710784333,46,32,8,2,1
816596583,14,4,5,1,1
717517758,40,49,9,1,1
712880283,11,5,6,3,1
753226158,88,44,6,4,0
720605808,93,22,9,4,0
758317233,50,14,1,0,0
711028308,57,32,3,4,1
814852533,74,1,4,2,1
711526533,8,41,0,2,1
804403908,33,49,5,1,1
716999883,32,43,6,2,1
716452083,62,5,4,0,1
787599258,57,21,7,2,1
714495258,21,43,5,1,1
717713283,21,35,0,0,1
789317883,42,4,7,4,0
714500883,26,27,2,4,0
789467508,78,43,9,1,1
710317758,85,10,3,2,1
711231558,62,49,7,1,0
716829483,95,19,7,3,1
779713608,12,34,8,4,1
711628458,39,11,8,4,0
718943508,67,27,7,3,0
770724558,39,27,0,2,0
783561558,72,35,0,0,1
719309958,1,47,7,1,0
788785083,77,8,6,1,1
780481308,29,48,2,2,1
711757383,17,40,9,4,1
787550808,58,8,3,4,0
779863533,72,6,4,1,0
714529233,18,1,8,2,1
708177333,68,5,3,2,0
812019933,47,19,5,1,1
708557358,22,5,3,2,1
713580633,46,44,3,2,1
711466533,26,8,4,2,0
802276683,60,44,9,1,1
780913308,32,28,2,2,1
808897683,16,8,4,1,1
719428308,54,29,6,4,0
713010483,65,47,9,1,1
717006333,12,28,8,4,0
787621158,23,17,8,4,1
716924058,63,14,3,3,0
720916683,83,42,4,3,0
720923658,26,34,4,1,0
712710708,97,39,0,4,0
718939083,55,31,0,4,1
779519058,63,20,1,4,1
719085933,75,27,3,3,0
715124958,35,18,5,2,0
712979133,50,9,0,2,0
712006308,41,32,2,1,0
710801133,43,11,8,4,0
712490283,92,16,1,2,0
720071583,10,16,4,2,0
717958833,79,47,3,2,1
812420358,6,39,4,2,1
712370208,30,7,1,1,0
715940358,32,29,6,2,1
715041333,49,25,9,3,1
712797258,12,23,1,2,0
769170558,36,37,4,0,0
715884858,58,4,7,4,0
796343058,10,34,5,3,0
783910008,18,46,0,3,1
718888308,31,9,2,1,0
785114808,74,3,5,4,0
709852908,11,34,0,0,1
823528833,33,30,6,0,0
719679858,96,46,6,4,1
827108583,79,9,7,2,1
787833333,50,48,3,1,0
719781183,42,0,5,3,1
710429358,8,13,8,1,0
798792408,0,35,8,2,0
710280558,99,22,5,1,0
809825358,36,32,1,4,0
714451833,16,28,4,4,0
713943783,46,14,3,4,1
710706558,88,24,9,2,1
713620308,40,36,9,1,0
813453408,19,19,7,4,1
818248383,88,3,3,2,1
780106908,73,9,1,1,0
708938508,31,39,6,3,1
709671708,5,9,8,1,1
711204483,94,20,9,4,1
801728658,34,38,0,4,1
713945883,21,21,4,1,1
779558733,40,5,1,1,1
788370258,6,35,4,4,0
714927333,64,15,5,0,1
710383158,82,25,2,4,0
798007308,3,9,9,3,1
711768858,50,37,2,0,1
714888633,49,30,9,2,1
712650333,59,18,8,1,1
719945433,0,18,7,1,1
720310458,50,31,7,3,0
718344033,11,43,0,3,1
715442958,20,5,8,0,0
780326883,44,13,0,1,0
711157833,26,16,5,3,1
719704308,7,17,7,0,1
708772308,52,43,1,3,0
817663908,44,41,6,4,1
780054258,52,8,1,3,1
709990983,36,6,5,3,0
818045958,69,37,0,2,1
716380683,71,22,6,1,1
787480158,21,12,9,4,1
778461408,60,2,8,4,0
713861733,46,3,7,4,0
789291633,95,16,9,4,1
789513858,2,45,6,0,1
778357458,17,47,6,2,1
718325883,92,19,9,1,0
720344658,90,18,2,4,1
809292483,83,16,4,2,1
779791008,81,32,8,0,0
779557533,14,24,3,3,0
795904233,1,43,9,0,1
710573808,37,20,6,2,1
717418158,5,8,0,2,1
771963708,32,13,9,4,0
712433508,99,44,8,2,1
779320983,83,12,9,3,1
718093233,31,47,8,0,1
719459358,98,32,7,4,0
717728808,82,48,6,4,0
788701608,67,49,7,4,0
778506633,55,21,6,3,0
719989008,84,14,2,4,0
791839233,82,21,7,2,1
716918508,97,24,0,1,1
717321783,69,2,5,3,0
799000008,46,49,2,4,1
721517208,57,17,8,2,0
719068683,73,49,0,2,0
709120008,99,28,8,2,0
709117533,89,45,1,1,1
816594183,59,25,1,2,0
789485433,72,21,5,2,1
712881483,12,38,2,1,0
712689333,61,7,4,3,1
771492408,58,40,2,3,0
711668283,92,4,0,1,1
772684833,30,16,4,4,1
712960308,50,16,0,4,0
713530833,39,16,3,0,1
756065433,10,5,2,4,0
710997183,80,36,0,2,0
711146358,75,24,5,0,0
716144058,10,46,3,0,0
778699908,59,26,2,2,1
713571258,55,37,8,2,1
711676908,48,14,9,0,1
719315508,25,31,9,1,0
778623858,90,1,1,1,1
714665733,24,27,8,4,0
816089433,30,11,3,3,1
716991933,80,21,0,0,1
714534108,8,13,2,0,0
787456608,25,32,8,1,0
717090183,71,2,3,4,0
772782708,45,17,3,1,0
710722908,58,8,9,3,1
795155433,87,38,8,3,0
715271733,52,35,0,2,1
771706308,72,30,1,4,1
713989233,56,42,4,3,0
780198258,91,8,2,3,0
802002858,45,7,9,1,0
716290233,75,6,8,4,0
828298908,40,24,3,2,1
788946783,20,38,9,0,0
720697908,27,30,7,2,0
780598383,92,2,0,1,1
715345833,78,13,4,0,1
710831133,34,7,3,4,0
766706358,41,14,3,4,0
816533733,56,3,2,2,0
712373208,98,15,7,4,0
721433283,56,12,3,1,0
720680058,80,36,4,0,1
716909283,84,22,6,2,1
754654383,98,20,7,0,1
719226333,38,23,4,3,0
779759058,4,14,2,3,0
718206783,40,0,0,3,1
715783758,16,22,1,0,0
771190083,48,10,9,0,1
713135883,33,39,7,2,1
778799583,79,0,4,2,1
808796208,6,33,8,1,0
708313608,1,16,7,0,1
779330208,82,28,4,2,0
794498733,6,1,7,1,0
807964908,41,34,2,1,0
823845783,67,25,2,1,0
711748983,66,7,6,4,1
718064283,31,2,8,2,1
710492733,5,3,2,3,0
779016408,52,13,1,4,0
717787533,19,14,8,0,1
714851058,46,15,2,4,1
823535133,15,47,9,0,0
708455883,22,15,5,2,0
780095808,42,3,1,0,1
709207458,73,5,9,2,1
763895958,27,26,3,1,0
715942683,40,49,4,4,1
721301733,53,31,5,0,1
711927108,81,30,8,3,0
718083483,99,29,2,1,1
717548358,2,34,0,0,0
816829608,42,44,4,1,1
713936583,59,10,8,2,1
709682658,51,30,0,2,1
793889508,8,14,0,3,1
714648933,96,5,2,0,0
711556533,61,11,8,3,0
717420333,55,20,9,4,1
768921933,74,13,0,3,1
714311583,91,12,6,2,0
717707133,13,1,4,3,0
716043258,94,27,1,3,0
716343408,53,18,9,0,0
718909158,74,23,9,4,1
719471433,16,34,8,4,0
712763808,71,26,0,4,1
711147483,88,33,1,2,1
719788833,51,34,4,0,1
715168983,31,38,8,4,0
714306258,60,19,6,4,1
713828208,91,38,4,1,0
710574558,12,10,5,0,1
710947683,23,41,7,3,0
711113958,66,0,0,1,0
718923858,28,9,2,0,1
752666508,50,32,6,3,1
712672083,18,31,3,3,0
719863758,73,32,3,4,1
720990183,36,6,8,3,1
720718908,33,39,4,3,1
721250358,89,20,3,2,1
779773533,85,5,1,1,1
708249708,23,14,7,0,1
713967783,4,25,3,2,0
779506158,85,4,9,1,0
759823158,38,27,6,4,1
716608608,38,37,0,4,0
789528183,10,40,2,4,0
708895158,57,25,0,4,0
824805858,34,0,3,2,1
720840108,74,27,6,1,1
787595658,13,33,2,4,0
720244983,11,4,8,4,0
713220258,43,36,7,1,0
813469458,61,41,0,4,1
788939358,54,20,7,1,1
718870158,37,6,7,1,0
788673708,79,1,7,1,0
711809283,40,48,2,4,0
816513108,67,31,6,0,0
718594608,61,48,9,3,0
823606983,12,46,6,1,0
717028158,71,11,4,1,1
788485908,49,43,8,4,0
714472608,38,11,3,3,0
710793783,18,41,2,0,1
794340033,9,32,4,0,0
716462658,71,39,7,2,0
718050033,77,44,4,2,0
714023808,95,6,2,2,1
716341833,66,12,1,0,1
719648358,77,26,5,2,0
816600933,77,3,3,4,0
714208533,38,20,1,3,0
713095533,73,12,7,0,0
809967783,39,20,7,2,1
715848408,84,40,0,4,0
714414483,41,49,1,3,1
708655983,39,39,6,4,1
720426708,48,43,3,0,1
713743158,71,26,6,1,0
721279083,1,11,0,0,1
779149683,90,26,6,4,0
714970458,8,5,0,1,0
719070108,62,28,5,0,1
715490733,33,3,1,2,1
714989583,12,49,3,4,0
820355433,77,35,5,0,0
715901508,22,27,6,3,1
710370483,45,25,1,0,0
778573233,43,8,3,0,1
708833133,37,32,0,4,1
719885883,0,23,7,2,0
712523283,97,46,5,4,0
711309033,34,9,5,1,0
708134283,30,29,1,3,1
720147633,24,17,2,2,1
708983658,89,23,2,0,1
766285608,81,47,5,2,1
779715108,20,0,2,1,1
798035358,77,33,6,1,0
719391783,7,42,8,1,0
809342208,47,22,5,0,1
780713058,93,6,4,2,1
779338683,27,36,1,3,0
783387783,69,6,8,0,1
787800108,50,20,9,4,0
721397808,78,27,2,2,1
778698408,40,2,6,2,0
709545333,30,44,9,1,1
716032233,25,44,9,1,0
717835908,14,33,2,1,1
719466558,94,5,8,3,1
778663458,30,18,1,2,1
716024808,9,19,0,1,0
713008308,56,39,1,0,1
794831733,75,13,6,2,0
713854608,29,25,6,4,0
715993608,78,5,3,3,0
789368658,40,21,0,1,0
802817358,45,38,7,2,0
708098133,58,30,4,2,0
801499908,0,3,1,4,1
824770683,54,18,6,2,1
718310733,68,2,5,4,1
708162558,22,26,4,0,1
721129383,61,22,8,3,1
721249158,72,5,8,1,0
721049658,39,40,2,1,0
806392908,16,32,4,2,1
714886533,61,38,2,0,0
772375533,18,41,0,0,0
826775058,59,35,1,3,1
711878733,63,22,6,2,0
714550383,34,18,3,1,0
712636308,13,48,4,4,1
772139433,47,46,1,0,1
709058808,24,5,0,3,1
813240408,87,0,9,4,1
767753958,28,40,2,4,0
710111733,37,15,3,0,0
761544333,62,31,8,0,0
788814783,81,7,7,1,0
715034358,43,31,5,4,0
709624533,17,12,5,3,1
709942383,81,11,7,3,1
803957508,4,3,7,0,1
713378133,22,26,2,2,0
709217358,1,30,7,4,1
720998358,50,37,2,1,1
721051908,49,6,8,1,1
715232058,27,41,2,4,0
806250783,57,2,2,4,0
817245183,68,46,4,2,0
713670333,80,2,9,1,0
826477083,21,27,9,1,1
788728608,89,7,9,0,1
717190533,55,25,1,1,0
716580033,29,33,2,0,0
711644508,64,32,8,0,1
714334383,98,7,5,3,1
720611058,17,14,6,0,0
712420833,14,39,7,0,0
713845083,68,38,7,4,1
713756508,52,49,5,1,0
735565158,28,3,9,2,0
714131058,83,30,3,2,1
717180633,3,3,8,2,0
717295683,40,20,1,3,1
713128833,32,49,8,4,0
813499458,56,4,2,4,1
710070183,33,40,4,1,1
789605658,3,18,5,2,1
710045058,60,26,7,2,1
710164683,61,38,0,0,1
710802258,29,2,5,2,0
721036233,76,26,1,0,1
710036508,55,33,3,3,1
717776808,50,41,0,1,1
714906033,65,47,2,4,0
714273708,71,3,2,4,1
721117533,34,41,0,2,1
715374558,66,1,2,2,0
824807658,70,14,0,2,1
714940608,10,7,8,4,1
824782008,77,49,7,3,0
717561108,5,21,6,3,0
